@relation experiment_01-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S1.0-C49-Lfirst-last

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {0,1,2,3,4,5,6,7,8,9}
@attribute id numeric
@attribute feedrate numeric
@attribute clampPressure numeric
@attribute toolCondition numeric

@data
0.321429,0.276723,0.463676,0.315789,0.275943,0.498895,0.397426,0.170526,0.7,0.093642,0.114505,0.163551,0.431851,0.481618,0.16472,0.428641,0.499743,0.622564,0.321548,0.7,0.126641,0.124641,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.783721,0.990718,0.381667,0.783721,1,0,0.368815,0.290506,0.85,0.915385,0.314637,0,0.25,0.014815,0,0,1,0,0,1
0.321429,0.273207,0.452206,0.315789,0.272814,0.49892,0.394257,0.166712,0.7,0.109694,0.115283,0.167056,0.428245,0.460938,0.167056,0.427913,0.499661,0.597265,0.271381,0.6,0.158428,0.121027,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.786047,0.992575,0.671667,0.786047,1,0,0.304852,0.256646,0.85,0.907692,0.276173,0,0.25,0.162963,0,0,1,0,0,1
0.321429,0.270042,0.459081,0.315789,0.269714,0.498945,0.390693,0.146282,0.7,0.095632,0.114688,0.170561,0.427644,0.467831,0.170561,0.426942,0.49958,0.586325,0.225991,0.6,0.13107,0.117329,0.024044,0.50293,0.495553,0.024044,0.5,0.5,0,0,0,0,0.786047,0.992575,0.428,0.786047,1,0,0.300024,0.283544,0.825,0.876923,0.305896,0,0.25,0.162963,0,0,1,0,0,1
0.321429,0.267511,0.463676,0.315789,0.266857,0.49898,0.375644,0.187687,0.7,0.10797,0.117433,0.174065,0.427885,0.470147,0.174065,0.42585,0.499502,0.540684,0.168657,0.7,0.13107,0.114645,0.024044,0.502686,0.493083,0.024044,0.5,0.5,0,0,0,0,0.788372,0.990718,0.552667,0.788372,1,0,0.325368,0.276582,0.85,0.923077,0.298902,0,0.25,0.162963,0,0,1,0,0,1
0.321429,0.264698,0.461397,0.315789,0.264,0.49902,0.40198,0.161536,0.7,0.109562,0.117502,0.176402,0.423317,0.463235,0.17757,0.424515,0.499425,0.519145,0.084568,0.7,0.098371,0.108263,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.788372,0.990718,0.462,0.788372,1,0,0.376056,0.306962,0.85,0.923077,0.332121,0,0.25,0.162963,0,0,1,0,0,1
0.321429,0.261603,0.44989,0.315789,0.261286,0.49907,0.369505,0.210297,0.7,0.111552,0.119606,0.179907,0.426322,0.483934,0.179907,0.423058,0.499355,0.537778,0.192785,0.7,0.128856,0.115152,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.790698,0.992575,0.544,0.790698,1,0,0.314506,0.268987,0.85,0.876923,0.291909,0,0.25,0.162963,0,0,1,0,0,1
0.303571,0.260197,0.454485,0.298246,0.258714,0.49912,0.42495,0.100518,0.7,0.107174,0.116289,0.182243,0.423077,0.45864,0.183411,0.421481,0.499285,0.52359,0.097468,0.7,0.098241,0.109172,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.790698,0.988862,0.382,0.793023,1,0,0.377263,0.272785,0.85,0.923077,0.293657,0,0.25,0.162963,0,0,1,0,0,1
0.303571,0.256962,0.454485,0.298246,0.256143,0.499175,0.411089,0.110869,0.7,0.085682,0.117342,0.185748,0.419471,0.456324,0.185748,0.41966,0.49922,0.595897,0.268992,0.7,0.137584,0.116145,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.793023,0.990718,0.437667,0.793023,1,0,0.326575,0.302848,0.825,0.9,0.328624,0,0.25,0.162963,0,0,1,0,0,1
0.303571,0.254571,0.454485,0.298246,0.254,0.499235,0.40297,0.129665,0.7,0.098816,0.118371,0.188084,0.417308,0.467831,0.188084,0.417597,0.49916,0.534872,0.104634,0.7,0.079221,0.108157,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.795349,0.994431,0.743667,0.795349,1,0,0.280714,0.237658,0.85,0.876923,0.248199,0,0.25,0.162963,0,0,1,0,0,1
0.303571,0.254571,0.461397,0.298246,0.251857,0.499305,0.386733,0.145192,0.7,0.111154,0.119286,0.190421,0.416226,0.465533,0.190421,0.415534,0.499105,0.545812,0.123268,0.7,0.092379,0.109256,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.795349,0.988862,0.386667,0.795349,1,0,0.406227,0.283228,0.85,0.923077,0.304147,0,0.25,0.162963,0,0,1,0,0,1
0,0.285162,0.502757,0,0.282229,0.50094,0.375644,0.130482,0.7,0.097091,0.112766,0.058411,0.430649,0.467831,0.058411,0.42949,0.500078,0.582222,0.27377,0.7,0.166244,0.120604,0.013115,0.503174,0.500494,0.013115,0.5,0.5,0,0,0,0,0.501767,0.990718,0.309667,0.50187,1,0,0.320541,0.261709,0.825,0.915385,0.283167,0,0.25,0.014815,0,0,1,0,0,1
0,0.284107,0.445331,0,0.285034,0.500945,0.408119,0.163988,0.7,0.07016,0.11391,0.061916,0.430288,0.467831,0.061916,0.429612,0.500016,0.592137,0.319159,0.6,0.175364,0.124303,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.503,0.992575,0.634333,0.503116,1,0,0.319334,0.285127,0.775,0.923077,0.307644,0,0.25,0.422222,0,0,1,0,0,1
0,0.28903,0.500441,0,0.285714,0.5,0.371089,0.110597,0.7,0.0821,0.111965,0.064252,0.384916,0.325368,0.064252,0.393204,0.5,0.593504,0.450549,0.7,0.110096,0.117857,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.504256,0.990718,0.419667,0.504349,1,0,0.400193,0.297468,0.825,0.907692,0.319883,0,0.25,0.422222,0,0,1,0,0,1
0.017857,0.329114,0.470588,0.017544,0.328571,0.5,0.58099,0.2073,0.7,0.124951,0.125006,0.064252,0.394531,0.465533,0.064252,0.393204,0.5,0.472855,0.009317,0.7,0.02633,0.103973,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.505488,0.988862,0.285,0.505581,1,0,0.353126,0.303797,0.8,0.907692,0.326876,0,0.25,0.42963,0,0,1,0,0,1
0.017857,0.328411,0.472886,0.017544,0.328571,0.5,0.549901,0.248161,0.7,0.168199,0.126081,0.064252,0.394531,0.467831,0.064252,0.393204,0.5,0.46906,0.010272,0.7,0.045741,0.103973,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.506721,0.992575,0.657667,0.506837,1,0,0.318127,0.282595,0.8,0.923077,0.305896,0,0.25,0.42963,0,0,1,0,0,1
0.017857,0.326301,0.461397,0.017544,0.328571,0.5,0.583762,0.2073,0.7,0.132247,0.12361,0.064252,0.394531,0.467831,0.064252,0.393204,0.5,0.473402,0.019111,0.7,0.032453,0.103952,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.507977,0.990718,0.395,0.50807,1,0,0.333816,0.290823,0.8,0.907692,0.316386,0,0.25,0.42963,0,0,1,0,0,1
0.035714,0.327004,0.463676,0.035088,0.328571,0.5,0.550099,0.205666,0.7,0.154933,0.123908,0.064252,0.394231,0.463235,0.064252,0.393204,0.5,0.472855,0.011945,0.7,0.019034,0.103973,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.509209,0.992575,0.601,0.509302,1,0,0.291576,0.240506,0.825,0.907692,0.260438,0,0.25,0.42963,0,0,1,0,0,1
0.035714,0.327989,0.461397,0.035088,0.328571,0.5,0.541386,0.148733,0.7,0.141666,0.121277,0.064252,0.394231,0.463235,0.064252,0.393204,0.5,0.484872,0.024128,0.7,0.04066,0.103952,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.510442,0.990718,0.579,0.510558,1,0,0.366401,0.295253,0.8,0.930769,0.319883,0,0.25,0.42963,0,0,1,0,0,1
0.035714,0.328692,0.44989,0.035088,0.328571,0.5,0.534455,0.123944,0.7,0.115266,0.118806,0.064252,0.394531,0.467831,0.064252,0.393204,0.5,0.478564,0.02365,0.7,0.028414,0.103973,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.511698,0.990718,0.394,0.511791,1,0,0.320541,0.332278,0.775,0.892308,0.360095,0,0.25,0.42963,0,0,1,0,0,1
0.053571,0.330239,0.459081,0.052632,0.328571,0.5,0.528119,0.141651,0.7,0.125481,0.121002,0.064252,0.394231,0.463235,0.064252,0.393204,0.5,0.468513,0.018156,0.7,0.04522,0.103994,0.013115,0.502686,0.493083,0.013115,0.5,0.5,0,0,0,0,0.51293,0.992575,0.4825,0.513023,1,0,0.301231,0.255063,0.825,0.923077,0.276173,0,0.25,0.42963,0,0,1,0,0,1
0.142857,0.245851,0.463676,0.140351,0.242857,0.5,0.328317,0.250885,0.7,0.125083,0.127156,0.199766,0.394832,0.472426,0.199766,0.393204,0.5,0.534359,0.169374,0.7,0.094984,0.104522,0.024044,0.50293,0.495553,0.024044,0.5,0.5,0,0,0,0,0.834884,0.994431,0.726667,0.834884,1,0,0.269853,0.243671,0.85,0.869231,0.255193,0,0.25,0.014815,0,0,1,0,0,1
0.125,0.244726,0.475184,0.122807,0.242857,0.5,0.424158,0.101607,0.7,0.13636,0.118989,0.199766,0.395132,0.474743,0.199766,0.393204,0.5,0.538974,0.160057,0.7,0.086907,0.103191,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.834884,0.992575,0.580333,0.834884,1,0,0.283128,0.246203,0.85,0.907692,0.265683,0,0.25,0.17037,0,0,1,0,0,1
0.125,0.242616,0.472886,0.122807,0.242857,0.5,0.384158,0.162626,0.7,0.113542,0.123313,0.199766,0.394832,0.470147,0.199766,0.393204,0.5,0.548889,0.156474,0.7,0.085474,0.103212,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.837209,0.988862,0.201,0.837209,1,0,0.384504,0.304114,0.85,0.907692,0.325128,0,0.25,0.17037,0,0,1,0,0,1
0.125,0.24121,0.452206,0.122807,0.242857,0.5,0.394455,0.152275,0.7,0.110623,0.12194,0.199766,0.395132,0.474743,0.199766,0.393204,0.5,0.54359,0.156952,0.7,0.090164,0.103466,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.837209,0.992575,0.688667,0.837209,1,0,0.307265,0.275316,0.85,0.907692,0.293657,0,0.25,0.17037,0,0,1,0,0,1
0.107143,0.242616,0.456801,0.105263,0.242857,0.5,0.36495,0.236175,0.7,0.14034,0.126996,0.199766,0.394531,0.467831,0.199766,0.393204,0.5,0.538974,0.164357,0.7,0.096027,0.10317,0.024044,0.50293,0.495553,0.024044,0.5,0.5,0,0,0,0,0.839535,0.990718,0.5096,0.839535,1,0,0.324161,0.263291,0.85,0.930769,0.284915,0,0.25,0.17037,0,0,1,0,0,1
0.107143,0.244023,0.452206,0.105263,0.242857,0.5,0.361386,0.199946,0.7,0.121899,0.123496,0.199766,0.394832,0.470147,0.199766,0.393204,0.5,0.548547,0.158624,0.7,0.082608,0.103191,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.839535,0.988862,0.373667,0.839535,1,0,0.374849,0.291772,0.85,0.907692,0.314637,0,0.25,0.17037,0,0,1,0,0,1
0.107143,0.244726,0.454485,0.105263,0.242857,0.5,0.348713,0.26723,0.7,0.150953,0.128254,0.199766,0.394531,0.467831,0.199766,0.393204,0.5,0.553333,0.158385,0.7,0.080654,0.102937,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.84186,0.992575,0.670667,0.84186,1,0,0.318127,0.268671,0.85,0.907692,0.29016,0,0.25,0.17037,0,0,1,0,0,1
0.107143,0.246132,0.46829,0.105263,0.242857,0.5,0.360396,0.197221,0.8,0.132247,0.123336,0.199766,0.394531,0.463235,0.199766,0.393204,0.5,0.529402,0.160774,0.7,0.104494,0.103445,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.84186,0.992575,0.461333,0.84186,1,0,0.291576,0.284177,0.85,0.884615,0.307644,0,0.25,0.17037,0,0,1,0,0,1
0.089286,0.246835,0.472886,0.087719,0.242857,0.5,0.358614,0.227458,0.8,0.152279,0.12512,0.199766,0.394832,0.470147,0.199766,0.393204,0.5,0.529744,0.155041,0.7,0.104625,0.103466,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.844186,0.990718,0.542333,0.844186,1,0,0.325368,0.270886,0.85,0.907692,0.29016,0,0.25,0.17037,0,0,1,0,0,1
0.089286,0.244726,0.472886,0.087719,0.242857,0.5,0.385545,0.153909,0.7,0.124818,0.121849,0.199766,0.394832,0.470147,0.199766,0.393204,0.5,0.534359,0.159102,0.7,0.101107,0.103719,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.844186,0.990718,0.503967,0.844186,1,0,0.38209,0.301266,0.85,0.915385,0.325128,0,0.25,0.17037,0,0,1,0,0,1
0.089286,0.243601,0.4775,0.087719,0.242857,0.5,0.415446,0.132661,0.7,0.119511,0.12075,0.199766,0.394832,0.470147,0.199766,0.393204,0.5,0.553333,0.161252,0.7,0.07857,0.102937,0.024044,0.502686,0.493083,0.024044,0.5,0.5,0,0,0,0,0.846512,0.992575,0.520433,0.846512,1,0,0.29399,0.273734,0.85,0.9,0.297154,0,0.25,0.17037,0,0,1,0,0,1
0.017857,0.267229,0.493566,0.017544,0.264429,0.50149,0.382376,0.174339,0.7,0.094836,0.118737,0.015187,0.42488,0.45864,0.015187,0.424757,0.50086,0.540513,0.133779,0.7,0.101498,0.111116,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.218605,0.988862,0.219333,0.218605,1,0,0.405021,0.332278,0.75,0.9,0.358347,0,0.25,0.014815,0,0,1,0,0,1
0.017857,0.272152,0.493566,0.017544,0.268714,0.501575,0.343564,0.225279,0.7,0.078253,0.117914,0.017523,0.428486,0.470147,0.018692,0.426699,0.500685,0.611624,0.319159,0.7,0.138887,0.123394,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.218605,0.992575,0.686333,0.218605,1,0,0.27468,0.261709,0.7,0.907692,0.27967,0,0.25,0.644444,0,0,1,0,0,1
0.017857,0.275668,0.484375,0.017544,0.273386,0.501645,0.364752,0.18578,0.7,0.075865,0.116632,0.021028,0.427284,0.460938,0.021028,0.428034,0.500498,0.595897,0.288103,0.7,0.155822,0.120055,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.22093,0.990718,0.483533,0.22093,1,0,0.344678,0.261709,0.75,0.923077,0.283167,0,0.25,0.644444,0,0,1,0,0,1
0.017857,0.281997,0.505037,0.017544,0.278157,0.50169,0.409901,0.147916,0.7,0.08807,0.114162,0.024533,0.429087,0.460938,0.024533,0.429005,0.500307,0.599829,0.254658,0.7,0.129246,0.11997,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.22093,0.990718,0.454333,0.22093,1,0,0.371229,0.300949,0.75,0.9,0.325128,0,0.25,0.644444,0,0,1,0,0,1
0,0.285162,0.484375,0,0.283029,0.501715,0.370099,0.202125,0.7,0.073344,0.114528,0.028037,0.429327,0.454044,0.028037,0.42949,0.500111,0.568718,0.214047,0.7,0.140189,0.11735,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.223256,0.992575,0.592,0.223256,1,0,0.325368,0.27943,0.725,0.915385,0.304147,0,0.25,0.644444,0,0,1,0,0,1
0,0.288678,0.491287,0,0.285714,0.5,0.378614,0.157178,0.7,0.046414,0.112331,0.030374,0.430288,0.502206,0.031542,0.429612,0.5,0.543761,0.138079,0.7,0.12638,0.112997,0.013115,0.503174,0.502964,0.013115,0.5,0.5,0,0,0,0,0.223256,0.992575,0.465333,0.223256,1,0,0.265025,0.276266,0.75,0.907692,0.298902,0,0.25,0.644444,0,0,1,0,0,1
0,0.284107,0.433824,0,0.285714,0.5,0.446515,0.095069,0.7,0.074406,0.112331,0.033879,0.429327,0.45864,0.035047,0.429612,0.5,0.510598,0.101529,0.7,0.105927,0.109721,0.013115,0.50293,0.500494,0.013115,0.5,0.5,0,0,0,0,0.225581,0.990718,0.553,0.225581,1,0,0.341057,0.30981,0.85,0.915385,0.337366,0,0.25,0.659259,0,0,1,0,0,1
0,0.28903,0.493566,0,0.285714,0.5,0.375644,0.154181,0.7,0.053578,0.113841,0.037383,0.431851,0.454044,0.038551,0.429612,0.5,0.515897,0.089345,0.7,0.103713,0.110651,0.013115,0.503174,0.502964,0.013115,0.5,0.5,0,0,0,0,0.225581,0.988862,0.424,0.225581,1,0,0.4014,0.316456,0.725,0.923077,0.340863,0,0.25,0.659259,0,0,1,0,0,1
0,0.288678,0.491287,0,0.285714,0.5,0.386337,0.145192,0.8,0.050394,0.112331,0.040888,0.432692,0.467831,0.042056,0.429612,0.5,0.547521,0.171524,0.7,0.1071,0.115596,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.227907,0.992575,0.563667,0.227907,1,0,0.281921,0.271519,0.725,0.907692,0.295405,0,0.25,0.659259,0,0,1,0,0,1
0,0.288678,0.491287,0,0.285714,0.5,0.358812,0.15064,0.7,0.033943,0.113063,0.044393,0.432091,0.472426,0.045561,0.429612,0.5,0.547009,0.179646,0.7,0.119867,0.116462,0.013115,0.503174,0.502964,0.013115,0.5,0.5,0,0,0,0,0.227907,0.988862,0.375667,0.230233,1,0,0.409848,0.291456,0.75,0.907692,0.311141,0,0.25,0.659259,0,0,1,0,0,1
0.053571,0.28481,0.443015,0.052632,0.285714,0.5,0.429901,0.104604,0.7,0.03328,0.112491,0.272196,0.359135,0.442537,0.272196,0.356796,0.5,0.360684,0.210941,0.7,0.141492,0.118047,0.002186,0.503418,0.505455,0.002186,0.5,0.5,0,0,0,0,0.818605,0.990718,0.453333,0.818605,1,0,0.29399,0.238924,0.825,0.938462,0.258689,0,0.25,0.014815,0,0,1,0,0,1
0.053571,0.285513,0.44761,0.052632,0.286627,0.501135,0.442178,0.077091,0.7,0.029035,0.112446,0.26986,0.354207,0.447132,0.26986,0.356796,0.500022,0.370256,0.276159,0.7,0.149309,0.1209,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.82093,0.990718,0.4823,0.82093,1,0,0.322954,0.310759,0.8,0.9,0.335618,0,0.25,0.881481,0,0,1,0,0,1
0.053571,0.287623,0.429044,0.052632,0.289986,0.50113,0.548911,0.116045,0.8,0.084223,0.113269,0.266355,0.359375,0.470147,0.266355,0.356917,0.500111,0.349573,0.214047,0.7,0.113483,0.117688,0.002186,0.502686,0.493083,0.002186,0.5,0.5,0,0,0,0,0.82093,0.990718,0.378,0.82093,1,0,0.322954,0.28481,0.8,0.884615,0.309392,0,0.25,0.888889,0,0,1,0,0,1
0.053571,0.296765,0.507353,0.052632,0.293329,0.501115,0.485347,0.09398,0.7,0.042434,0.11407,0.26285,0.358534,0.449449,0.26285,0.357403,0.5002,0.348718,0.278548,0.7,0.128986,0.120943,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.823256,0.990718,0.493133,0.823256,1,0,0.347091,0.314557,0.775,0.884615,0.340863,0,0.25,0.888889,0,0,1,0,0,1
